content|competent|priority
could you ask an agent if I could track my fucking orders?|track_order|medium_priority
please, can you ask an agent if i can recevie the fucking newsletter?|newsletter_subscription|high_priority
I need assistance seeing the fucking early exit fee|check_cancellation_fee|medium_priority
could u ask an agent where i can check my fucking invoices, please?|check_invoices|high_priority
can you ask an agent where I can check the status of my fucking order, please?|track_order|medium_priority
ask an agent where to file a fucking complaint|complaint|medium_priority
I wanna know how I could download a fucking invoice, please|get_invoice|standard_priority
can you ask an agent hwere I can check my fucking bills, please?|check_invoices|medium_priority
can you ask an agent if I could remove my fucking user account?|delete_account|medium_priority
please, can you ask an agent how to inform of fucking issues paying?|payment_issue|medium_priority
the fucking event was postponed and id like to obtain a refund, please|get_refund|standard_priority
please, could you ask an agent if I could see the fucking cancellation fee?|check_cancellation_fee|standard_priority
please, can you ask an agent if I could solve a fucking issue paying?|payment_issue|medium_priority
please, ask an agent if i can check the status of my fucking purchase|track_order|high_priority
could you ask an agent if I could inform of a fucking issue with my payment?|payment_issue|medium_priority
can you ask an agent ohw to get a fucking invoice, please?|get_invoice|medium_priority
ask an agent how i could solve a fucking issue making a payment, please|payment_issue|high_priority
please, show me the fucking free number to contact Customer Support|contact_customer_service|medium_priority
could you ask an agent if I can delete my fucking online account, please?|delete_account|standard_priority
can you tell me if i can register two fucking user accounts with a single email address?|create_account|high_priority
please, can you ask an agent how to know where my fucking shipments are?|track_order|standard_priority
I have no fucking account, how do I create one?|create_account|standard_priority
can you give me information about the fucking mail address to contact Client Service, please?|contact_customer_service|medium_priority
I want to request an fucking refund|get_refund|standard_priority
can u ask an agent if I could check my fucking order?|track_order|high_priority
I would like a fucking profile, what should I do?|create_account|standard_priority
the game was cancelled, get a fucking refund|get_refund|standard_priority
could u ask an agent where i can see their fucking payment methods, please?|check_payment_methods|high_priority
I want to download a fucking bill, can you show me some information?|get_invoice|standard_priority
ask an agent where i can lodge a fucking complaint for a service, please|complaint|high_priority
could you tell me the fucking no to contact client service, please?|contact_customer_service|medium_priority
can u show me the fucking free phone number to contact customer service, please?|contact_customer_service|high_priority
i want to remove my fucking profile, how can i do it?|delete_account|high_priority
ask an agent to notify fucking issues with my payment|payment_issue|medium_priority
could you tell me the fucking email to contact Customer Service, please?|contact_customer_service|medium_priority
can u ask an agent how to modify my fucking profile?|edit_account|high_priority
I do not have a fucking user account, what do I have to do to create one?|create_account|standard_priority
ask an agent how I can edit my fucking profile, please|edit_account|medium_priority
could you ask an agent how I can report fucking issues with my payment?|payment_issue|standard_priority
could u ask an agent what my order of my fucking package is, please?|track_order|high_priority
please, can you ask an agent if I could lodge a fucking complaint for a service?|complaint|standard_priority
ask an agent how I could inform of a fucking problem making a payment, please|payment_issue|medium_priority
can you tell me if I could create more than one fucking online account with the same email, please?|create_account|standard_priority
can you ask an agent where I could inform of a fucking payment issue?|payment_issue|medium_priority
ask an agent where I can cancel my fucking user account, please|delete_account|medium_priority
could u ask an agent how i could write a fucking comment for a service, please?|review|high_priority
i want to know if I could download a fucking invoice, please|get_invoice|high_priority
I need a fucking refund, what do I have to do to obtain one?|get_refund|standard_priority
please, could u ask an agent where to notify a fucking issue with my payment?|payment_issue|high_priority
could u ask an agent how to write a fucking opinion for a service?|review|high_priority
please , could you ask an agent how to report a fucking problem making a payment?|payment_issue|medium_priority
could you ask an agent how I can notify a fucking issue making a payment, please?|payment_issue|medium_priority
id like a fucking account, what should i do to open one?|create_account|high_priority
I'd like information and I would like to talk to fucking Client Service|contact_customer_service|standard_priority
I want to know if I could create two fucking user accounts with a single email address|create_account|standard_priority
could you tell me if i could register several fucking profiles with the saem email, please?|create_account|high_priority
could u ask an agent for information about modifying my fucking order?|change_order|high_priority
ask an agent what my packages of my fucking shipment is|track_order|medium_priority
can you ask an agent how I could get a fucking refund?|get_refund|standard_priority
ask an agent about the fucking cancellation penalty, please|check_cancellation_fee|medium_priority
i want a fucking reimbursement, help me request one|get_refund|high_priority
please, ask an agent where to view my fucking invoice|check_invoices|medium_priority
could u ask an agent how i could report a fucking problem paying?|payment_issue|high_priority
can you ask an agent where I could view their fucking refund policy?|check_refund_policy|standard_priority
information about the fucking mail address of the Client Service|contact_customer_service|medium_priority
I forgot my fucking account password and I would like to recover it, please|recover_password|standard_priority
ask an agent how to see their fucking refund poliyc, please|check_refund_policy|medium_priority
I need help to open a fucking account|create_account|medium_priority
I didn't receive my fucking invoices, could I view them?|check_invoices|standard_priority
id like information, how can i contact fucking client service?|contact_customer_service|high_priority
